"procedure_name","definition_type","line_number","duplicate_occurrences","parameter_count","parameters","source_tables","write_targets","local_staging_objects","called_procedures","user_functions","logic_profile","data_flow_summary","statement_counts"
"[dbo].[spConversionStatus]","CREATE","224326","1","4","@dealerID BIGINT = 10 | @leadCREID BIGINT = 0 | @FromDate nvarchar(50) = '28-05-2021' | @ToDate nvarchar(50) = '30-05-2021'","[InsuranceLead] | [PolicyTypeMaster] | [CampaignMaster] | [PriorityMaster] | [FollowUpLeadStatusMaster] | [CRMDB_DEV].[dbo].[InsuranceLead]","","","","","conditional branching | read-only retrieval","Reads and returns data from `[InsuranceLead]`, `[PolicyTypeMaster]`, `[CampaignMaster]`, `[PriorityMaster]`, `[FollowUpLeadStatusMaster]`, `[CRMDB_DEV].[dbo].[InsuranceLead]`.","SELECT 2; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSM_Bak_15Jul2025]","CREATE","225949","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) ='' | @vehicleType int = 0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [DealersMaster] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [SMROperationDetails] | [SMROperationDetails_ReportedRefuse] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointmentTypeMaster] | [SMRRefuseForServiceMaster] | [ChannelMaster] | [BotFollowup] | [SMRBOTCallStatusMaster] | [AreaMaster] | [CorporateMaster] | [CustomerFollowUpStatusMaster] | [SMRLeadHistory] | [DealersMasterNotIn]","","@tbl_dealerID | @SMRLead | @SMRAppointment | @SMROperationDetails | @SMRRefuseForService","","[dbo].[getdate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[DealersMaster]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, `[SMROperationDetails]`, `[SMROperationDetails_ReportedRefuse]`, and 17 more. Intermediate staging uses `@tbl_dealerID`, `@SMRLead`, `@SMRAppointment`, `@SMROperationDetails`, `@SMRRefuseForService`.","SELECT 59; INSERT 27; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSM_bak08Nov]","CREATE","227462","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) ='' | @vehicleType int = 0 | @vehicleage int = 0","[UserMaster] | [Smrlead] | [DealersMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [SMROperationDetails] | [SMROperationDetails_ReportedRefuse] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointmentTypeMaster] | [SMRRefuseForServiceMaster] | [ChannelMaster] | [SMRVehicleTypeMaster] | [AreaMaster] | [CorporateMaster] | [SMRLeadHistory] | [DealersMasterNotIn]","","@tbl_dealerID | @SMRLead | @SMRAppointment | @SMROperationDetails | @SMRRefuseForService","","[dbo].[getdate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[Smrlead]`, `[DealersMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, `[SMROperationDetails]`, `[SMROperationDetails_ReportedRefuse]`, `[SMRRefuseForService]`, `[SMRRefuseForService_ReportedRefuse]`, and 13 more. Intermediate staging uses `@tbl_dealerID`, `@SMRLead`, `@SMRAppointment`, `@SMROperationDetails`, `@SMRRefuseForService`.","SELECT 58; INSERT 27; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSM_Bak21Feb2025]","CREATE","228808","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) ='' | @vehicleType int = 0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [DealersMaster] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [SMROperationDetails] | [SMROperationDetails_ReportedRefuse] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointmentTypeMaster] | [SMRRefuseForServiceMaster] | [ChannelMaster] | [BotFollowup] | [SMRBOTCallStatusMaster] | [AreaMaster] | [CorporateMaster] | [SMRLeadHistory] | [DealersMasterNotIn]","","@tbl_dealerID | @SMRLead | @SMRAppointment | @SMROperationDetails | @SMRRefuseForService","","","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[DealersMaster]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, `[SMROperationDetails]`, `[SMROperationDetails_ReportedRefuse]`, and 16 more. Intermediate staging uses `@tbl_dealerID`, `@SMRLead`, `@SMRAppointment`, `@SMROperationDetails`, `@SMRRefuseForService`.","SELECT 59; INSERT 27; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSM_bak29042025]","CREATE","230242","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) ='' | @vehicleType int = 0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [DealersMaster] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [SMROperationDetails] | [SMROperationDetails_ReportedRefuse] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointmentTypeMaster] | [SMRRefuseForServiceMaster] | [ChannelMaster] | [BotFollowup] | [SMRBOTCallStatusMaster] | [AreaMaster] | [CorporateMaster] | [CustomerFollowUpStatusMaster] | [SMRLeadHistory] | [DealersMasterNotIn]","","@tbl_dealerID | @SMRLead | @SMRAppointment | @SMROperationDetails | @SMRRefuseForService","","","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[DealersMaster]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, `[SMROperationDetails]`, `[SMROperationDetails_ReportedRefuse]`, and 17 more. Intermediate staging uses `@tbl_dealerID`, `@SMRLead`, `@SMRAppointment`, `@SMROperationDetails`, `@SMRRefuseForService`.","SELECT 59; INSERT 27; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSM]","CREATE","224405","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) ='' | @vehicleType int = 0 | @vehicleage int = 0","[UserMaster] | [VehicleTypemaster] | [Smrlead] | [DealersMaster] | [SMRVehicleTypeMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [SMROperationDetails] | [SMROperationDetails_ReportedRefuse] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointmentTypeMaster] | [SMRRefuseForServiceMaster] | [ChannelMaster] | [BotFollowup] | [SMRBOTCallStatusMaster] | [AreaMaster] | [CorporateMaster] | [CustomerFollowUpStatusMaster] | [SMRLeadHistory] | [DealersMasterNotIn]","","@tbl_dealerID | @SMRLead | @SMRAppointment | @SMROperationDetails | @SMRRefuseForService","","[dbo].[getdate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[VehicleTypemaster]`, `[Smrlead]`, `[DealersMaster]`, `[SMRVehicleTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, `[SMROperationDetails]`, `[SMROperationDetails_ReportedRefuse]`, and 17 more. Intermediate staging uses `@tbl_dealerID`, `@SMRLead`, `@SMRAppointment`, `@SMROperationDetails`, `@SMRRefuseForService`.","SELECT 59; INSERT 27; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSM18102024]","CREATE","231749","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) ='' | @vehicleType int = 0 | @vehicleage int = 0","[UserMaster] | [Smrlead] | [DealersMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [SMROperationDetails] | [SMROperationDetails_ReportedRefuse] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointmentTypeMaster] | [SMRRefuseForServiceMaster] | [ChannelMaster] | [SMRVehicleTypeMaster] | [AreaMaster] | [CorporateMaster] | [SMRLeadHistory] | [DealersMasterNotIn] | [DPSStagingSMRInt]","","@tbl_dealerID | @SMRLead | @SMRAppointment | @SMROperationDetails | @SMRRefuseForService","","[dbo].[getdate]","conditional branching | unioned result sets | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[Smrlead]`, `[DealersMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, `[SMROperationDetails]`, `[SMROperationDetails_ReportedRefuse]`, `[SMRRefuseForService]`, `[SMRRefuseForService_ReportedRefuse]`, and 14 more. Intermediate staging uses `@tbl_dealerID`, `@SMRLead`, `@SMRAppointment`, `@SMROperationDetails`, `@SMRRefuseForService`.","SELECT 47; INSERT 19; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSM22062024]","CREATE","233046","1","6","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) =''","[UserMaster] | [SMRLeadHistory] | [SMRLead] | [DealersMaster] | [CorporateMaster] | [DealersMasterNotIn] | [DPSStagingSMRInt] | [FuelTypeMaster]","","@tbl_dealerID","","[dbo].[getdate]","conditional branching | unioned result sets | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[SMRLeadHistory]`, `[SMRLead]`, `[DealersMaster]`, `[CorporateMaster]`, `[DealersMasterNotIn]`, `[DPSStagingSMRInt]`, `[FuelTypeMaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 23; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SPCREAndCSMLastAttemptCall_bak04feb]","CREATE","234656","1","5","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @vehicleType int = 0","[UserMaster] | [CallTimeSlot] | [UserDealerMapping] | [LastAttemptReportToday] | [DealersMaster] | [DealersMasterNotIn] | [LastattemptreportTodayNew] | [LastAttemptReport] | [SMRLead] | [CrossSellDisposition] | [CorporateMaster] | [SMRVehicleTypeMaster] | [ISLSegmentMaster] | [LastAttemptReportHistory]","","@LastAttemptReportHistory | @tbl_dealerID | @tbl_TimeSlot | @TBL","","","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CallTimeSlot]`, `[UserDealerMapping]`, `[LastAttemptReportToday]`, `[DealersMaster]`, `[DealersMasterNotIn]`, `[LastattemptreportTodayNew]`, `[LastAttemptReport]`, `[SMRLead]`, `[CrossSellDisposition]`, and 4 more. Intermediate staging uses `@LastAttemptReportHistory`, `@tbl_dealerID`, `@tbl_TimeSlot`, `@TBL`.","SELECT 24; INSERT 4; UPDATE 0; DELETE 1; MERGE 0; EXEC 2"
"[dbo].[SPCREAndCSMLastAttemptCall_bak07Nov]","CREATE","235074","1","4","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max","[UserMaster] | [CallTimeSlot] | [UserDealerMapping] | [LastAttemptReportToday] | [DealersMaster] | [DealersMasterNotIn] | [LastattemptreportTodayNew] | [LastAttemptReport] | [SMRLead] | [CrossSellDisposition] | [CorporateMaster] | [LastAttemptReportHistory]","","@LastAttemptReportHistory | @tbl_dealerID | @tbl_TimeSlot | @TBL","","[dbo].[GetDate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CallTimeSlot]`, `[UserDealerMapping]`, `[LastAttemptReportToday]`, `[DealersMaster]`, `[DealersMasterNotIn]`, `[LastattemptreportTodayNew]`, `[LastAttemptReport]`, `[SMRLead]`, `[CrossSellDisposition]`, and 2 more. Intermediate staging uses `@LastAttemptReportHistory`, `@tbl_dealerID`, `@tbl_TimeSlot`, `@TBL`.","SELECT 24; INSERT 4; UPDATE 0; DELETE 1; MERGE 0; EXEC 2"
"[dbo].[SPCREAndCSMLastAttemptCall]","CREATE","234233","1","6","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @vehicleType int = 0 | @vehiclechannel int = 0","[UserMaster] | [CallTimeSlot] | [UserDealerMapping] | [LastAttemptReportToday] | [DealersMaster] | [DealersMasterNotIn] | [LastattemptreportTodayNew] | [LastAttemptReport] | [SMRLead] | [CrossSellDisposition] | [CorporateMaster] | [SMRVehicleTypeMaster] | [ISLSegmentMaster] | [LastAttemptReportHistory]","","@LastAttemptReportHistory | @tbl_dealerID | @tbl_TimeSlot | @TBL","","","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CallTimeSlot]`, `[UserDealerMapping]`, `[LastAttemptReportToday]`, `[DealersMaster]`, `[DealersMasterNotIn]`, `[LastattemptreportTodayNew]`, `[LastAttemptReport]`, `[SMRLead]`, `[CrossSellDisposition]`, and 4 more. Intermediate staging uses `@LastAttemptReportHistory`, `@tbl_dealerID`, `@tbl_TimeSlot`, `@TBL`.","SELECT 24; INSERT 4; UPDATE 0; DELETE 1; MERGE 0; EXEC 2"
"[dbo].[SPCREAndCSMLastAttemptCallmobile_bak07Nov]","CREATE","235891","1","4","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max","[UserMaster] | [CallTimeSlot] | [UserDealerMapping] | [LastAttemptReportToday] | [DealersMaster] | [DealersMasterNotIn] | [LastattemptreportTodayNew] | [LastAttemptReport] | [LastAttemptReportHistory]","","@LastAttemptReportHistory | @tbl_dealerID | @tbl_TimeSlot | @TBL","","[dbo].[GetDate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CallTimeSlot]`, `[UserDealerMapping]`, `[LastAttemptReportToday]`, `[DealersMaster]`, `[DealersMasterNotIn]`, `[LastattemptreportTodayNew]`, `[LastAttemptReport]`, `[LastAttemptReportHistory]`. Intermediate staging uses `@LastAttemptReportHistory`, `@tbl_dealerID`, `@tbl_TimeSlot`, `@TBL`.","SELECT 24; INSERT 4; UPDATE 0; DELETE 1; MERGE 0; EXEC 2"
"[dbo].[SPCREAndCSMLastAttemptCallmobile]","CREATE","235481","1","5","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @vehicleType int = 0","[UserMaster] | [CallTimeSlot] | [UserDealerMapping] | [LastAttemptReportToday] | [DealersMaster] | [DealersMasterNotIn] | [LastattemptreportTodayNew] | [LastAttemptReport] | [LastAttemptReportHistory]","","@LastAttemptReportHistory | @tbl_dealerID | @tbl_TimeSlot | @TBL","","[dbo].[GetDate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CallTimeSlot]`, `[UserDealerMapping]`, `[LastAttemptReportToday]`, `[DealersMaster]`, `[DealersMasterNotIn]`, `[LastattemptreportTodayNew]`, `[LastAttemptReport]`, `[LastAttemptReportHistory]`. Intermediate staging uses `@LastAttemptReportHistory`, `@tbl_dealerID`, `@tbl_TimeSlot`, `@TBL`.","SELECT 24; INSERT 4; UPDATE 0; DELETE 1; MERGE 0; EXEC 2"
"[dbo].[SPCREAndCSMLastAttemptCallReportSummary_bak]","CREATE","236616","1","5","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @VehicleChannel int =0","[UserMaster] | [CallTimeSlot] | [UserDealerMapping] | [LastAttemptReportToday] | [DealersMaster] | [DealersMasterNotIn] | [LastattemptreportTodayNew] | [LastAttemptReport] | [LastAttemptReportHistory] | [SMRServiceTypeMaster] | [SMRBOTCallStatusMaster] | [CampaignMaster]","","@summeryLastattemptreportTodayNew | @tbl_dealerID | @tbl_TimeSlot","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CallTimeSlot]`, `[UserDealerMapping]`, `[LastAttemptReportToday]`, `[DealersMaster]`, `[DealersMasterNotIn]`, `[LastattemptreportTodayNew]`, `[LastAttemptReport]`, `[LastAttemptReportHistory]`, `[SMRServiceTypeMaster]`, and 2 more. Intermediate staging uses `@summeryLastattemptreportTodayNew`, `@tbl_dealerID`, `@tbl_TimeSlot`.","SELECT 24; INSERT 14; UPDATE 0; DELETE 1; MERGE 0; EXEC 2"
"[dbo].[SPCREAndCSMLastAttemptCallReportSummary]","CREATE","236296","1","6","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @VehicleChannel int =0 | @vehicleType int = 0","[UserMaster] | [CallTimeSlot] | [UserDealerMapping] | [LastAttemptReportToday] | [DealersMaster] | [DealersMasterNotIn] | [LastattemptreportTodayNew] | [LastAttemptReport] | [LastAttemptReportHistory] | [SMRServiceTypeMaster] | [SMRBOTCallStatusMaster] | [CampaignMaster]","","@summeryLastattemptreportTodayNew | @tbl_dealerID | @tbl_TimeSlot","","","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CallTimeSlot]`, `[UserDealerMapping]`, `[LastAttemptReportToday]`, `[DealersMaster]`, `[DealersMasterNotIn]`, `[LastattemptreportTodayNew]`, `[LastAttemptReport]`, `[LastAttemptReportHistory]`, `[SMRServiceTypeMaster]`, and 2 more. Intermediate staging uses `@summeryLastattemptreportTodayNew`, `@tbl_dealerID`, `@tbl_TimeSlot`.","SELECT 24; INSERT 14; UPDATE 0; DELETE 1; MERGE 0; EXEC 2"
"[dbo].[SPCREAndCSMtest]","CREATE","236925","1","8","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @dataType nvarchar(50)='' | @vehicleChannel nvarchar(50) ='' | @vehicleType int = 0 | @vehicleage int = 0","[UserMaster] | [Smrlead] | [DealersMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [SMROperationDetails] | [SMROperationDetails_ReportedRefuse] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRServiceTypeMaster] | [CallResultDespositionMaster] | [SMRCallDispositionMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [SMRAppointmentTypeMaster] | [SMRRefuseForServiceMaster] | [ChannelMaster] | [SMRVehicleTypeMaster] | [AreaMaster] | [CorporateMaster] | [SMRLeadHistory] | [DealersMasterNotIn]","","@tbl_dealerID | @SMRLead | @SMRAppointment | @SMROperationDetails | @SMRRefuseForService","","[dbo].[getdate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[Smrlead]`, `[DealersMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, `[SMROperationDetails]`, `[SMROperationDetails_ReportedRefuse]`, `[SMRRefuseForService]`, `[SMRRefuseForService_ReportedRefuse]`, and 13 more. Intermediate staging uses `@tbl_dealerID`, `@SMRLead`, `@SMRAppointment`, `@SMROperationDetails`, `@SMRRefuseForService`.","SELECT 58; INSERT 27; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
